25,"The Duke and I (Bridgertons, #1)",Julia Quinn,2000,"Librarian note: See alternate cover editions here and here.The Duke and I is a romance set in the Regency era.In the ballrooms and drawing rooms of Regency London, rules abound. From their earliest days, children of aristocrats learn how to address an earl and curtsey before a prince—while other dictates of the ton are unspoken yet universally understood. A proper duke sho",384,3.82,356433
27,"The Spanish Love Deception (Spanish Love Deception, #1)",Elena  Armas,2021,Catalina Martín desperately needs a date to her sister’s wedding. Especially since her little white lie about her American boyfriend has spiralled out of control. Now everyone she knows—including her ex and his fiancée—will be there and eager to meet him.She only has four weeks to find someone willing to cross the Atlantic and aid in her deception. New York to Spain is no ,487,3.97,377868
31,The Time Traveler's Wife (ebook),Audrey Niffenegger,2004,"This is the extraordinary love story of Clare and Henry, who met when Clare was six and Henry was thirty-six, and were married when Clare was twenty-two and Henry was thirty. Impossible but true, because Henry suffers from a rare condition where his genetic clock periodically resets and he finds himself pulled suddenly into his past or future. In the face of this force the",537,3.99,1703714
32,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,2011,"The new Abby Abernathy is a good girl. She doesn’t drink or swear, and she has the appropriate number of cardigans in her wardrobe. Abby believes she has enough distance from the darkness of her past, but when she arrives at college with her best friend, her path to a new beginning is quickly challenged by Eastern University's Walking One-Night Stand. Travis Maddox, lean, ",319,4.04,628815
34,"The Bride Test (The Kiss Quotient, #2)",Helen Hoang,2019,"Khai Diep has no feelings. Well, he feels irritation when people move his things or contentment when ledgers balance down to the penny, but not big, important emotions—like grief. And love. He thinks he’s defective. His family knows better—that his autism means he just processes emotions differently. When he steadfastly avoids relationships, his mother takes matters into h",296,3.87,131144
36,"The Viscount Who Loved Me (Bridgertons, #2)",Julia Quinn,2000,"1814 promises to be another eventful season, but not, this author believes, for Anthony Bridgerton, London's most elusive bachelor, who has shown no indication that he plans to marry.And in truth, why should he? When it comes to playing the consummate rake, nobody does it better...—Lady Whistledown's Society Papers, April 1814But this time, the gossip columnists have it wr",354,4.04,259483
37,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,2016,"The seductive and stunning #1 New York Times bestselling sequel to Sarah J. Maas’s spellbinding A Court of Thorns and Roses.Feyre has undergone more trials than one human woman can carry in her heart. Though she’s now been granted the powers and lifespan of the High Fae, she is haunted by her time Under the Mountain and the terrible deeds she performed to save the lives of",624,4.62,816759
40,Wuthering Heights (Paperback),Emily Brontë,1847,"You can find the redesigned cover of this edition HERE.This best-selling Norton Critical Edition is based on the 1847 first edition of the novel. For the Fourth Edition, the editor has collated the 1847 text with several modern editions and has corrected a number of variants, including accidentals. The text is accompanied by entirely new explanatory annotations.New to the ",464,3.88,1606402
41,"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,2018,"Charlie, a highly-strung, openly gay over-thinker, and Nick, a cheerful, soft-hearted rugby player, meet at a British all-boys grammar school. Friendship blooms quickly, but could there be something more...?Charlie Spring is in Year 10 at Truham Grammar School for Boys. The past year hasn't been too great, but at least he's not being bullied anymore. Nick Nelson is in Year",288,4.53,430677
42,Sense and Sensibility (Paperback),Jane Austen,1811,"Alternate cover edition of ISBN 9780141439662'The more I know of the world, the more am I convinced that I shall never see a man whom I can really love. I require so much!'Marianne Dashwood wears her heart on her sleeve, and when she falls in love with the dashing but unsuitable John Willoughby she ignores her sister Elinor's warning that her impulsive behaviour leaves her",409,4.08,1092091
48,Emma (Paperback),Jane Austen,1815,"An alternative cover of this ISBN can be found here.Emma Woodhouse is one of Austen's most captivating and vivid characters. Beautiful, spoilt, vain and irrepressibly witty, Emma organizes the lives of the inhabitants of her sleepy little village and plays matchmaker with devastating effect.",474,4.04,784651
50,"Take a Hint, Dani Brown (The Brown Sisters, #2)",Talia Hibbert,2020,"Talia Hibbert returns with another charming romantic comedy about a young woman who agrees to fake date her friend after a video of him “rescuing” her from their office building goes viral...Danika Brown knows what she wants: professional success, academic renown, and an occasional roll in the hay to relieve all that career-driven tension. But romance? Been there, done tha",400,4.06,75803
52,The Night Circus (Hardcover),Erin Morgenstern,2011,"The circus arrives without warning. No announcements precede it. It is simply there, when yesterday it was not. Within the black-and-white striped canvas tents is an utterly unique experience full of breathtaking amazements. It is called Le Cirque des Rêves, and it is only open at night. But behind the scenes, a fierce competition is underway—a duel between two young magic",387,4.03,849454
54,"Everything, Everything (Hardcover)",Nicola Yoon,2015,"My disease is as rare as it is famous. It’s a form of Severe Combined Immunodeficiency, but basically, I’m allergic to the world. I don’t leave my house, have not left my house in fifteen years. The only people I ever see are my mom and my nurse, Carla.But then one day, a moving truck arrives. New next door neighbors. I look out the window, and I see him. He’s tall, lean a",312,4,539107
56,The Wall of Winnipeg and Me (Kindle Edition),Mariana Zapata,2016,Vanessa Mazur knows she's doing the right thing. She shouldn't feel bad for quitting. Being an assistant/housekeeper/fairy godmother to the top defensive end in the National Football Organization was always supposed to be temporary. She has plans and none of them include washing extra-large underwear longer than necessary.But when Aiden Graves shows up at her door wanting ,537,4.27,181562
57,"Bared to You (Crossfire, #1)",Sylvia Day,2012,"From #1 New York Times bestselling author Sylvia Day comes the provocative masterstroke of abandon and obsession that redefined the meaning of desire and became a global phenomenon...Gideon Cross came into my life like lightning in the darkness. He was beautiful and brilliant, jagged and white-hot. I was drawn to him as I'd never been to anything or anyone in my life. I cr",352,4.16,498707
59,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,2015,"Lara Jean didn’t expect to really fall for Peter.They were just pretending. Until they weren’t. And now Lara Jean has to learn what it's like to be in a real relationship and not just a make-believe one.But when another boy from her past returns to her life, Lara Jean’s feelings for him suddenly return too. Can a girl be in love with two boys at once?In this charming and h",337,4.05,321648
63,Josh and Hazel's Guide to Not Dating (Paperback),Christina Lauren,2018,"Hazel Camille Bradford knows she’s a lot to take—and frankly, most men aren’t up to the challenge. If her army of pets and thrill for the absurd don’t send them running, her lack of filter means she’ll say exactly the wrong thing in a delicate moment. Their loss. She’s a good soul in search of honest fun.Josh Im has known Hazel since college, where her zany playfulness pro",309,4.01,117753
66,The Soulmate Equation (Paperback),Christina Lauren,2021,"Single mom Jess Davis is a data and statistics wizard, but no amount of number crunching can convince her to step back into the dating world. After all, her father was never around, her hard-partying mother disappeared when she was six, and her ex decided he wasn’t “father material” before her daughter was even born. Jess holds her loved ones close but working constantly t",416,4.04,136796
71,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,2012,"Dante can swim. Ari can't. Dante is articulate and self-assured. Ari has a hard time with words and suffers from self-doubt. Dante gets lost in poetry and art. Ari gets lost in thoughts of his older brother who is in prison. Dante is fair skinned. Ari's features are much darker. It seems that a boy like Dante, with his open and unique perspective on life, would be the last",359,4.34,476866
74,"Wallbanger (Cocktail, #1)",Alice Clayton,2012,"The first night after Caroline moves into her fantastic new San Francisco apartment, she realizes she's gaining an intimate knowledge of her new neighbor's nocturnal adventures. Thanks to paper-thin walls and the guy's athletic prowess, she can hear not just his bed banging against the wall but the ecstatic response of what seems (as loud night after loud night goes by) li",384,4.01,198768
75,Punk 57 (Kindle Edition),Penelope Douglas,2016,"""We were perfect together. Until we met."" MishaI can’t help but smile at the words in her letter. She misses me.In fifth grade, my teacher set us up with pen pals from a different school. Thinking I was a girl, with a name like Misha, the other teacher paired me up with her student, Ryen. My teacher, believing Ryen was a boy like me, agreed.It didn’t take long for us to fi",343,3.85,262165
77,"Act Your Age, Eve Brown (The Brown Sisters, #3)",Talia Hibbert,2021,"In Act Your Age, Eve Brown the flightiest Brown sister crashes into the life of an uptight B&B owner and has him falling hard—literally.Eve Brown is a certified hot mess. No matter how hard she strives to do right, her life always goes horribly wrong—so she’s given up trying. But when her personal brand of chaos ruins an expensive wedding (someone had to liberate those poo",400,4.16,64493
78,Archer's Voice (ebook),Mia Sheridan,2014,"When Bree Prescott arrives in the sleepy, lakeside town of Pelion, Maine, she hopes against hope that this is the place where she will finally find the peace she so desperately seeks. On her first day there, her life collides with Archer Hale, an isolated man who holds a secret agony of his own. A man no one else sees.Archer's Voice is the story of a woman chained to the m",345,4.33,183482
79,The Sun Is Also a Star (Hardcover),Nicola Yoon,2016,Natasha: I’m a girl who believes in science and facts. Not fate. Not destiny. Or dreams that will never come true. I’m definitely not the kind of girl who meets a cute boy on a crowded New York City street and falls in love with him. Not when my family is twelve hours away from being deported to Jamaica. Falling in love with him won’t be my story.Daniel: I’ve always been t,384,4.01,281659
83,"If I Stay (If I Stay, #1)",Gayle Forman,2009,"In the blink of an eye everything changes. Seventeen ­year-old Mia has no memory of the accident; she can only recall what happened afterwards, watching her own damaged body being taken from the wreck. Little by little she struggles to put together the pieces- to figure out what she has lost, what she has left, and the very difficult choice she must make. Heartwrenchingly ",201,3.93,826176
84,"The Summer I Turned Pretty (Summer, #1)",Jenny Han,2009,"Belly measures her life in summers. Everything good, everything magical happens between the months of June and August. Winters are simply a time to count the weeks until the next summer, a place away from the beach house, away from Susannah, and most importantly, away from Jeremiah and Conrad. They are the boys that Belly has known since her very first summer—they have bee",276,3.84,396929
86,"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,2007,"Call Me by Your Name is the story of a sudden and powerful romance that blossoms between an adolescent boy and a summer guest at his parents' cliff-side mansion on the Italian Riviera. Unprepared for the consequences of their attraction, at first each feigns indifference. But during the restless summer weeks that follow, unrelenting buried currents of obsession and fear, f",248,4.13,389241
88,The Invisible Life of Addie LaRue (Hardcover),V.E. Schwab,2020,"France, 1714: in a moment of desperation, a young woman makes a Faustian bargain to live forever and is cursed to be forgotten by everyone she meets.Thus begins the extraordinary life of Addie LaRue, and a dazzling adventure that will play out across centuries and continents, across history and art, as a young woman learns how far she will go to leave her mark on the world",444,4.22,686794
90,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,2020,"A Maiden…Chosen from birth to usher in a new era, Poppy’s life has never been her own. The life of the Maiden is solitary. Never to be touched. Never to be looked upon. Never to be spoken to. Never to experience pleasure. Waiting for the day of her Ascension, she would rather be with the guards, fighting back the evil that took her family, than preparing to be found worthy",622,4.29,325849
91,Confess (Paperback),Colleen Hoover,2015,"Auburn Reed is determined to rebuild her shattered life and she has no room for mistakes. But when she walks into a Dallas art studio in search of a job, she doesn’t expect to become deeply attracted to the studio’s enigmatic artist, Owen Gentry.For once, Auburn takes a chance and puts her heart in control, only to discover that Owen is hiding a huge secret. The magnitude ",320,4.2,273781
93,"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,2020,"In this volume we’ll see the Heartstopper gang go on a school trip to Paris! Not only are Nick and Charlie navigating a new city, but also telling more people about their relationship AND learning more about the challenges each other are facing in private…Meanwhile Tao and Elle will face their feelings for each other, Tara and Darcy share more about their relationship orig",384,4.63,273686
94,The Princess Bride (Paperback),William Goldman,1973,"What happens when the most beautiful girl in the world marries the handsomest prince of all time and he turns out to be...well...a lot less than the man of her dreams?As a boy, William Goldman claims, he loved to hear his father read the S. Morgenstern classic, The Princess Bride. But as a grown-up he discovered that the boring parts were left out of good old Dad's recitat",456,4.26,852415
95,"Bringing Down the Duke (A League of Extraordinary Women, #1)",Evie Dunmore,2019,"England, 1879. Annabelle Archer, the brilliant but destitute daughter of a country vicar, has earned herself a place among the first cohort of female students at the renowned University of Oxford. In return for her scholarship, she must support the rising women's suffrage movement. Her charge: recruit men of influence to champion their cause. Her target: Sebastian Devereux",335,3.97,63015
98,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,1992,An alternate cover edition can be found here.From the author of Outlander... a magnificent epic that once again sweeps us back in time to the drama and passion of 18th-century Scotland...For twenty years Claire Randall has kept her secrets. But now she is returning with her grown daughter to Scotland's majestic mist-shrouded hills. Here Claire plans to reveal a truth as st,947,4.33,327326
99,"Shatter Me (Shatter Me, #1)",Tahereh Mafi,2011,"I have a curseI have a giftI am a monsterI'm more than humanMy touch is lethalMy touch is powerI am their weaponI will fight backJuliette hasn't touched anyone in exactly 264 days.The last time she did, it was an accident, but The Reestablishment locked her up for murder. No one knows why Juliette's touch is fatal. As long as she doesn't hurt anyone else, no one really car",338,3.9,517418
100,From Lukov with Love (Paperback),Mariana Zapata,2018,"If someone were to ask Jasmine Santos to describe the last few years of her life with a single word, it would definitely be a four-letter one.After seventeen years—and countless broken bones and broken promises—she knows her window to compete in figure skating is coming to a close.But when the offer of a lifetime comes in from an arrogant idiot she’s spent the last decade ",493,4.34,144173
101,Normal People (Hardcover),Sally Rooney,2018,"At school Connell and Marianne pretend not to know each other. He’s popular and well-adjusted, star of the school soccer team while she is lonely, proud, and intensely private. But when Connell comes to pick his mother up from her housekeeping job at Marianne’s house, a strange and indelible connection grows between the two teenagers - one they are determined to conceal.A ",273,3.83,948855
103,"On Dublin Street (On Dublin Street, #1)",Samantha Young,2012,"Jocelyn Butler has been hiding from her past for years. But all her secrets are about to be laid bare ...Four years ago, Jocelyn left her tragic past behind in the States and started over in Scotland, burying her grief, ignoring her demons, and forging ahead without attachments. Her solitary life is working well - until she moves into a new apartment on Dublin Street, wher",372,4.18,189455
104,"Fix Her Up (Hot & Hammered, #1)",Tessa Bailey,2019,"A brand new romantic comedy from New York Times bestseller Tessa Bailey!Georgette Castle’s family runs the best home renovation business in town, but she picked balloons instead of blueprints and they haven’t taken her seriously since. Frankly, she’s over it. Georgie loves planning children’s birthday parties and making people laugh, just not at her own expense. She’s dete",400,3.65,93869
106,One Day in December (Paperback),Josie Silver,2018,"Two people. Ten chances. One unforgettable love story.Laurie is pretty sure love at first sight doesn't exist anywhere but the movies. But then, through a misted-up bus window one snowy December day, she sees a man who she knows instantly is the one. Their eyes meet, there's a moment of pure magic... and then her bus drives away.Certain they're fated to find each other aga",393,3.89,239627
108,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,2009,"Sparks are igniting.Flames are spreading.And the Capitol wants revenge. Against all odds, Katniss Everdeen has won the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. After all, she has returned to her family and her longtime friend, Gale. Yet nothing is the way Katniss wishes it to be. Ga",391,4.3,3064538
109,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,2008,"A fresh, urban twist on the classic tale of star-crossed lovers.When Brittany Ellis walks into chemistry class on the first day of senior year, she has no clue that her carefully created 'perfect' life is about to unravel before her eyes. She's forced to be lab partners with Alex Fuentes, a gang member from the other side of town, and he is about to threaten everything she",368,4.05,255549
110,"Matched (Matched, #1)",Ally Condie,2010,"In the Society, officials decide. Who you love. Where you work. When you die.Cassia has always trusted their choices. It’s hardly any price to pay for a long life, the perfect job, the ideal mate. So when her best friend appears on the Matching screen, Cassia knows with complete certainty that he is the one…until she sees another face flash for an instant before the screen",369,3.63,732124
114,"The Score (Off-Campus, #3)",Elle Kennedy,2016,"He knows how to score, on and off the iceAllie Hayes is in crisis mode. With graduation looming, she still doesn’t have the first clue about what she’s going to do after college. To make matters worse, she’s nursing a broken heart thanks to the end of her longtime relationship. Wild rebound sex is definitely not the solution to her problems, but gorgeous hockey star Dean D",361,4.21,195637
118,Gone with the Wind (Mass Market Paperback),Margaret Mitchell,1936,"Scarlett O'Hara, the beautiful, spoiled daughter of a well-to-do Georgia plantation owner, must use every means at her disposal to claw her way out of the poverty she finds herself in after Sherman's March to the Sea.",1037,4.3,1160178
129,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,2009,"For years, Grace has watched the wolves in the woods behind her house. One yellow-eyed wolf—her wolf—is a chilling presence she can't seem to live without.Meanwhile, Sam has lived two lives: In winter, the frozen woods, the protection of the pack, and the silent company of a fearless girl. In summer, a few precious months of being human… until the cold makes him shift back",392,3.76,465220
132,"The Ex Hex (The Ex Hex, #1)",Erin Sterling,2021,"New York Times bestselling author Rachel Hawkins, writing as Erin Sterling, casts a spell with a spine-tingling romance full of wishes, witches, and hexes gone wrong.Nine years ago, Vivienne Jones nursed her broken heart like any young witch would: vodka, weepy music, bubble baths…and a curse on the horrible boyfriend. Sure, Vivi knows she shouldn’t use her magic this way,",308,3.55,93853
133,Northanger Abbey (Paperback),Jane Austen,1817,"A wonderfully entertaining coming-of-age story, Northanger Abbey is often referred to as Jane Austen's ""Gothic parody."" Decrepit castles, locked rooms, mysterious chests, cryptic notes, and tyrannical fathers give the story an uncanny air, but one with a decidedly satirical twist.The story's unlikely heroine is Catherine Morland, a remarkably innocent seventeen-year-old wo",260,3.84,356726
136,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,2010,"My name is Katniss Everdeen.Why am I not dead?I should be dead.Katniss Everdeen, girl on fire, has survived, even though her home has been destroyed. Gale has escaped. Katniss's family is safe. Peeta has been captured by the Capitol. District 13 really does exist. There are rebels. There are new leaders. A revolution is unfolding.It is by design that Katniss was rescued fr",398,4.06,2804597
139,"Boyfriend Material (London Calling, #1)",Alexis  Hall,2020,"Wanted:One (fake) boyfriendPractically perfect in every wayLuc O'Donnell is tangentially--and reluctantly--famous. His rock star parents split when he was young, and the father he's never met spent the next twenty years cruising in and out of rehab. Now that his dad's making a comeback, Luc's back in the public eye, and one compromising photo is enough to ruin everything.T",427,4.09,81105
140,"The Heir (The Selection, #4)",Kiera Cass,2015,"Princess Eadlyn has grown up hearing endless stories about how her mother and father met. Twenty years ago, America Singer entered the Selection and won the heart of Prince Maxon - and they lived happily ever after. Eadlyn has always found their fairy-tale story romantic, but she has no interest in trying to repeat it. If it were up to her, she'd put off marriage for as lo",342,3.67,300177
141,"It's in His Kiss (Bridgertons, #7)",Julia Quinn,2005,"IF IT'S IN HIS HEART... IT'S IN HIS KISSMEET OUR HERO...Gareth St. Clair is in a bind. His father, who detests him, is determined to beggar the St. Clair estates and ruin his inheritance. Gareth's sole bequest is an old family diary, which may or may not contain the secrets of his past... and the key to his future. The problem is—it's written in Italian, of which Gareth sp",384,4.01,105907
143,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Stephanie Perkins,2011,"Alternate Cove edition for ISBN 9780525423287Lola Nolan is a budding costume designer, and for her, the more outrageous, sparkly, and fun the outfit, the better. And everything is pretty perfect in her life (right down to her hot rocker boyfriend) until the Bell twins, Calliope and Cricket, return to the neighborhood. When Cricket, a gifted inventor, steps out from his twi",338,3.92,160612
144,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,2010,"In a time when Shadowhunters are barely winning the fight against the forces of darkness, one battle will change the course of history forever. Welcome to the Infernal Devices trilogy, a stunning and dangerous prequel to the New York Times bestselling Mortal Instruments series.The year is 1878. Tessa Gray descends into London’s dark supernatural underworld in search of her",479,4.32,776513
145,In a Holidaze (Paperback),Christina Lauren,2020,"Alternate cover edition can be found hereOne Christmas wish, two brothers, and a lifetime of hope are on the line for hapless Maelyn Jones in In a Holidaze, the quintessential holiday romantic novel by Christina Lauren, the New York Times bestselling author of The Unhoneymooners..It’s the most wonderful time of the year…but not for Maelyn Jones. She’s living with her paren",307,3.74,110076
146,"Neon Gods (Dark Olympus, #1)",Katee Robert,2021,"He was supposed to be a myth. But from the moment I crossed the River Styx and fell under his dark spell... he was, quite simply, mine.Society darling Persephone Dimitriou plans to flee the ultra-modern city of Olympus and start over far from the backstabbing politics of the Thirteen Houses. But all that’s ripped away when her mother ambushes her with an engagement to Zeus",380,3.74,112532
148,"Carry On (Simon Snow, #1)",Rainbow Rowell,2015,"Simon Snow is the worst Chosen One who's ever been chosen.That's what his roommate, Baz, says. And Baz might be evil and a vampire and a complete git, but he's probably right.Half the time, Simon can't even make his wand work, and the other half, he starts something on fire. His mentor's avoiding him, his girlfriend broke up with him, and there's a magic-eating monster run",522,4.2,280623
149,"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,2021,"Boy meets boy. Boys become friends. Boys fall in love. The bestselling LGBTQ+ graphic novel about life, love, and everything that happens in between: this is the fourth volume of HEARTSTOPPER, for fans of The Art of Being Normal, Holly Bourne and Love, Simon.Charlie didn't think Nick could ever like him back, but now they're officially boyfriends. Charlie's beginning to fe",384,4.67,227360
150,Safe Haven (Kindle Edition),Nicholas Sparks,2010,"From the #1 New York Times bestselling author comes a captivating love story filled with suspense and mystery.When a mysterious young woman named Katie appears in the small North Carolina town of Southport, her sudden arrival raises questions about her past. Beautiful yet self-effacing, Katie seems determined to avoid forming personal ties until a series of events draws he",353,4.21,363661
152,"Spoiler Alert (Spoiler Alert, #1)",Olivia Dade,2020,"Olivia Dade bursts onto the scene in this delightfully fun romantic comedy set in the world of fanfiction, in which a devoted fan goes on an unexpected date with her celebrity crush, who’s secretly posting fanfiction of his own. Marcus Caster-Rupp has a secret. While the world knows him as Aeneas, the star of the biggest show on TV, Gods of the Gates, he's known to fanfict",416,3.71,33910
155,"Voyager (Outlander, #3)",Diana Gabaldon,1993,"From the author of the breathtaking bestsellers Outlander and Dragonfly in Amber, the extraordinary saga continues.Their passionate encounter happened long ago by whatever measurement Claire Randall took. Two decades before, she had traveled back in time and into the arms of a gallant eighteenth-century Scot named Jamie Fraser. Then she returned to her own century to bear ",870,4.38,286958
156,"Reflected in You (Crossfire, #2)",Sylvia Day,2012,"Gideon Cross. As beautiful and flawless on the outside as he was damaged and tormented on the inside. He was a bright, scorching flame that singed me with the darkest of pleasures. I couldn't stay away. I didn't want to. He was my addiction... my every desire... mine.My past was as violent as his, and I was just as broken. We’d never work. It was too hard, too painful... e",352,4.31,334677
157,Birthday Girl (ebook),Penelope Douglas,2018,"JORDANHe took me in when I had nowhere else to go. He doesn’t use me, hurt me, or forget about me. He listens to me, protects me, and sees me. I can feel his eyes on me over the breakfast table, and my heart pumps so hard when I hear him pull in the driveway after work. I have to stop this. It can’t happen. My sister once told me there are no good men, and if you find one,",349,4,155589
160,Can You Keep a Secret? (Paperback),Sophie Kinsella,2003,"Meet Emma Corrigan, a young woman with a huge heart, an irrepressible spirit, and a few little secrets: Secrets from her boyfriend: I've always thought Connor looks a bit like Ken. As in Barbie and Ken. Secrets from her mother: I lost my virginity in the spare bedroom with Danny Nussbaum while Mum and Dad were downstairs watching Ben-Hur. Secrets she wouldn't share with an",374,3.84,417862
161,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,2007,"Only a true best friend can protect you from your immortal enemies...Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected at all times from Strigoi; the fiercest vampires—the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissa's best friend, makes ",332,4.11,614151
162,"Insurgent (Divergent, #2)",Veronica Roth,2012,"One choice can transform you—or it can destroy you. But every choice has consequences, and as unrest surges in the factions all around her, Tris Prior must continue trying to save those she loves—and herself—while grappling with haunting questions of grief and forgiveness, identity and loyalty, politics and love.Tris's initiation day should have been marked by celebration ",525,3.99,1367875
166,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,2013,"Cinder returns in the second thrilling installment of the New York Times-bestselling Lunar Chronicles.She’s trying to break out of prison—even though if she succeeds, she’ll be the Commonwealth’s most wanted fugitive. Halfway around the world, Scarlet Benoit’s grandmother is missing. It turns out there are many things Scarlet doesn’t know about her grandmother and the grav",454,4.26,377397
168,"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",Sarah J. Maas,2021,"Nesta Archeron has always been prickly-proud, swift to anger, and slow to forgive. And ever since being forced into the Cauldron and becoming High Fae against her will, she's struggled to find a place for herself within the strange, deadly world she inhabits. Worse, she can't seem to move past the horrors of the war with Hybern and all she lost in it.The one person who ign",757,4.41,380727
170,"Bully (Fall Away, #1)",Penelope Douglas,2013,"My name is Tate. He doesn't call me that, though. He would never refer to me so informally, if he referred to me at all. No, he'll barely even speak to me.But he still won't leave me alone.We were best friends once. Then he turned on me and made it his mission to ruin my life. I've been humiliated, shut out, and gossiped about all through high school. His pranks and rumors",333,3.94,161031
173,"Wait for You (Wait for You, #1)",Jennifer L. Armentrout,2013,"Some things are worth waiting for…Traveling thousands of miles from home to enter college is the only way nineteen-year-old Avery Morgansten can escape what happened at the Halloween party five years ago—an event that forever changed her life. All she needs to do is make it to her classes on time, make sure the bracelet on her left wrist stays in place, not draw any attent",386,4.16,152429
179,"Vision in White (Bride Quartet, #1)",Nora Roberts,2009,"Nora Roberts cordially invites you to meet childhood friends Parker, Emma, Laurel, and Mac—the founders of Vows, one of Connecticut's premier wedding planning companies.After years of throwing make-believe weddings in the backyard, flowers, photography, desserts, and details are what these women do best: a guaranteed perfect, beautiful day full of memories to last the rest",325,4.12,134276
